order_id;order_quantity;item_price;order_value;order_line_nuber;order_date;days_since_last_order;order_status;address_id;customer_id;product_id
10174;48;93340;4480320;3;06.11.2018;980;Shipped;27;27;80
10183;21;96840;2033640;7;13.11.2018;974;Shipped;28;28;80
10194;21;93340;1960140;10;25.11.2018;963;Shipped;29;29;80
10206;34;116670;3966780;5;05.12.2018;954;Shipped;30;30;80
10215;46;112000;5152000;2;29.01.2019;900;Shipped;31;31;80
10228;32;105000;3360000;1;10.03.2019;861;Shipped;32;32;80
10245;29;119000;3451000;8;04.05.2019;807;Shipped;33;33;80
10258;41;133000;5453000;5;15.06.2019;766;Shipped;34;34;80
10270;43;96840;4164120;8;19.07.2019;733;Shipped;19;19;80
10280;24;116670;2800080;1;17.08.2019;705;Shipped;35;35;80
10291;41;114340;4687940;10;08.09.2019;684;Shipped;36;36;80
10304;46;98000;4508000;5;11.10.2019;652;Shipped;37;37;80
10312;32;130670;4181440;2;21.10.2019;643;Shipped;38;38;80
10322;22;102320;2251040;10;04.11.2019;630;Shipped;39;39;80
10347;42;49600;2083200;5;29.11.2019;606;Shipped;9;9;80
10357;39;98000;3822000;1;10.12.2019;596;Shipped;38;38;80
10370;27;144870;3911490;1;20.01.2020;556;Shipped;41;41;80
10391;29;85100;2467900;10;09.03.2020;508;Shipped;41;41;80
10411;27;119000;3213000;8;01.05.2020;456;Shipped;42;42;80
10424;54;133000;7182000;5;31.05.2020;427;In Process;22;22;80
10109;26;168430;4379180;4;10.03.2018;1241;Shipped;44;44;24
10122;34;147200;5004800;2;08.05.2018;1183;Shipped;65;65;24
10136;25;145790;3644750;2;04.07.2018;1127;Shipped;50;50;24
10148;23;117480;2702040;13;11.09.2018;1059;Shipped;41;41;24
10161;28;134460;3764880;12;17.10.2018;1024;Shipped;76;76;24
10171;35;128800;4508000;2;05.11.2018;1006;Shipped;42;42;24
10181;44;123140;5418160;6;12.11.2018;1000;Shipped;7;7;24
10192;22;150030;3300660;11;20.11.2018;993;Shipped;39;39;24
10204;42;147200;6182400;17;02.12.2018;982;Shipped;72;72;24
10212;29;144370;4186730;10;16.01.2019;938;Shipped;22;22;24
10225;32;141540;4529280;1;22.02.2019;902;Shipped;67;67;24
10240;41;137290;5628890;3;13.04.2019;853;Shipped;43;43;24
10253;26;117480;3054480;5;01.06.2019;805;Cancelled;21;21;24
10266;21;120310;2526510;6;06.07.2019;771;Shipped;68;68;24
10278;34;137290;4667860;6;06.08.2019;741;Shipped;82;82;24
10287;41;158520;6499320;4;30.08.2019;718;Shipped;67;67;24
10301;37;159940;5917780;8;05.10.2018;1048;Shipped;83;83;24
10310;37;168430;6231910;2;16.10.2019;673;Shipped;66;66;24
10321;41;141540;5803140;10;04.11.2019;655;Shipped;20;20;24
10331;46;139870;6434020;6;17.11.2019;643;Shipped;44;44;24
10342;40;161360;6454400;2;24.11.2019;637;Shipped;9;9;24
10356;43;97600;4196800;8;09.12.2019;623;Shipped;3;3;24
10365;30;87060;2611800;1;07.01.2020;595;Shipped;49;49;24
10377;35;168430;5895050;2;09.02.2020;563;Shipped;15;15;24
10390;36;93770;3375720;14;04.03.2020;540;Shipped;38;38;24
10406;61;137290;8374690;3;15.04.2020;499;Disputed;47;47;24
10419;38;117480;4464240;5;17.05.2020;468;Shipped;18;18;24
10102;39;123290;4808310;2;10.01.2018;1327;Shipped;10;10;103
10125;32;101710;3254720;1;21.05.2018;1197;Shipped;9;9;103
10139;31;102740;3184940;7;16.07.2018;1142;Shipped;19;19;103
10149;50;118150;5907500;4;12.09.2018;1085;Shipped;80;80;103
10173;43;117120;5036160;6;05.11.2018;1032;Shipped;84;84;103
10182;25;87330;2183250;3;12.11.2018;1026;Shipped;38;38;103
10193;28;110960;3106880;7;21.11.2018;1018;Shipped;85;85;103
10205;36;103770;3735720;2;03.12.2018;1007;Shipped;22;22;103
10215;27;89380;2413260;10;29.01.2019;951;Shipped;31;31;103
10227;25;118150;2953750;3;02.03.2019;920;Shipped;29;29;103
10244;40;117120;4684800;7;29.04.2019;863;Shipped;22;22;103
10256;34;95550;3248700;2;08.06.2019;824;Shipped;47;47;103
10280;50;104790;5239500;9;17.08.2019;755;Shipped;35;35;103
10289;38;120210;4567980;2;03.09.2019;739;Shipped;7;7;103
10304;37;95550;3535350;13;11.10.2019;702;Shipped;37;37;103
10312;43;89380;3843340;10;21.10.2019;693;Shipped;38;38;103
10322;43;86300;3710900;14;04.11.2019;680;Shipped;39;39;103
10332;46;95130;4375980;15;17.11.2019;668;Shipped;75;75;103
10346;42;36110;1516620;3;29.11.2019;657;Shipped;82;82;103
10356;50;50180;2509000;9;09.12.2019;648;Shipped;3;3;103
10369;44;210010;9240440;8;20.01.2020;607;Shipped;40;40;103
10380;27;93160;2515320;13;16.02.2020;581;Shipped;22;22;103
10391;35;158540;5548900;2;09.03.2020;560;Shipped;41;41;103
10422;51;95550;4873050;2;30.05.2020;479;In Process;17;17;103
10102;41;50140;2055740;1;10.01.2018;1351;Shipped;10;10;91
10126;42;54990;2309580;17;28.05.2018;1214;Shipped;24;24;91
10139;49;43130;2113370;6;16.07.2018;1166;Shipped;19;19;91
10149;30;58220;1746600;3;12.09.2018;1109;Shipped;80;80;91
10173;48;44210;2122080;5;05.11.2018;1056;Shipped;84;84;91
10182;32;54450;1742400;2;12.11.2018;1050;Shipped;38;38;91
10193;46;53370;2455020;6;21.11.2018;1042;Shipped;85;85;91
10205;48;63610;3053280;1;03.12.2018;1031;Shipped;22;22;91
10215;33;43130;1423290;9;29.01.2019;975;Shipped;31;31;91
10227;31;48520;1504120;2;02.03.2019;944;Shipped;29;29;91
10244;20;58220;1164400;6;29.04.2019;887;Shipped;22;22;91
10256;29;51750;1500750;1;08.06.2019;848;Shipped;47;47;91
10280;27;57680;1557360;8;17.08.2019;779;Shipped;35;35;91
10289;24;56070;1345680;1;03.09.2019;763;Shipped;7;7;91
10304;37;48520;1795240;12;11.10.2019;726;Shipped;37;37;91
10312;25;44210;1105250;9;21.10.2019;717;Shipped;38;38;91
10322;41;57680;2364880;5;04.11.2019;704;Shipped;39;39;91
10332;27;89890;2427030;16;17.11.2019;692;Shipped;75;75;91
10347;21;58950;1237950;7;29.11.2019;681;Shipped;9;9;91
10356;22;72410;1593020;6;09.12.2019;672;Shipped;3;3;91
10369;32;98630;3156160;7;20.01.2020;631;Shipped;40;40;91
10391;42;119000;4998000;3;09.03.2020;583;Shipped;41;41;91
10422;25;51750;1293750;1;30.05.2020;502;In Process;17;17;91
10110;37;146840;5433080;16;18.03.2018;1307;Shipped;75;75;20
10123;26;118220;3073720;2;20.05.2018;1245;Shipped;45;45;20
10137;44;99550;4380200;2;10.07.2018;1195;Shipped;2;2;20
10148;47;124440;5848680;9;11.09.2018;1133;Shipped;41;41;20
10161;43;143110;6153730;8;17.10.2018;1098;Shipped;76;76;20
10172;42;118220;4965240;6;05.11.2018;1080;Shipped;12;12;20
10181;42;129420;5435640;2;12.11.2018;1074;Shipped;7;7;20
10192;29;146840;4258360;7;20.11.2018;1067;Shipped;39;39;20
10204;40;100800;4032000;13;02.12.2018;1056;Shipped;72;72;20
10212;38;118220;4492360;6;16.01.2019;1012;Shipped;22;22;20
10226;38;109510;4161380;4;26.02.2019;972;Shipped;53;53;20
10241;21;119460;2508660;11;13.04.2019;927;Shipped;81;81;20
10253;24;140620;3374880;1;01.06.2019;879;Cancelled;21;21;20
10266;36;144350;5196600;2;06.07.2019;845;Shipped;68;68;20
10278;23;113240;2604520;2;06.08.2019;815;Shipped;82;82;20
10288;20;146840;2936800;14;01.09.2019;790;Shipped;63;63;20
10301;32;107020;3424640;4;05.10.2018;1122;Shipped;83;83;20
10311;29;100800;2923200;9;16.10.2019;747;Shipped;22;22;20
10321;44;102040;4489760;6;04.11.2019;729;Shipped;20;20;20
10331;44;110210;4849240;14;17.11.2019;717;Shipped;44;44;20
10343;36;162470;5848920;4;24.11.2019;711;Shipped;2;2;20
10367;49;56300;2758700;1;12.01.2020;663;Resolved;4;4;20
10378;34;42640;1449760;5;10.02.2020;635;Shipped;22;22;20
10407;59;119460;7048140;11;22.04.2020;564;On Hold;59;59;20
10419;37;140620;5202940;1;17.05.2020;540;Shipped;18;18;20
10106;36;146650;5279400;12;17.02.2018;1361;Shipped;84;84;62
10119;43;160840;6916120;3;28.04.2018;1292;Shipped;18;18;62
10131;21;132460;2781660;4;16.06.2018;1244;Shipped;86;86;62
10143;32;164000;5248000;7;10.08.2018;1190;Shipped;49;49;62
10155;38;171880;6531440;5;06.10.2018;1134;Shipped;15;15;62
10167;43;134040;5763720;1;23.10.2018;1118;Cancelled;36;36;62
10178;42;154540;6490680;4;08.11.2018;1103;Shipped;50;50;62
10186;32;187650;6004800;1;14.11.2018;1098;Shipped;51;51;62
10198;42;178190;7483980;4;27.11.2018;1086;Shipped;64;64;62
10210;31;184500;5719500;17;12.01.2019;1041;Shipped;43;43;62
10222;49;141920;6954080;4;19.02.2019;1004;Shipped;53;53;62
10250;45;181340;8160300;14;11.05.2019;924;Shipped;59;59;62
10262;49;134040;6567960;9;24.06.2019;881;Cancelled;22;22;62
10274;41;164000;6724000;1;21.07.2019;855;Shipped;40;40;62
10284;45;127730;5747850;11;21.08.2019;825;Shipped;83;83;62
10296;36;157690;5676840;7;15.09.2019;801;Shipped;87;87;62
10307;39;189230;7379970;1;14.10.2019;773;Shipped;28;28;62
10316;27;137190;3704130;9;01.11.2019;756;Shipped;57;57;62
10327;25;112190;2804750;6;10.11.2019;748;Resolved;47;47;62
10338;41;137190;5624790;1;22.11.2019;737;Shipped;88;88;62
10351;39;99520;3881280;1;03.12.2019;727;Shipped;48;48;62
10373;28;57550;1611400;4;31.01.2020;669;Shipped;58;58;62
10386;25;54570;1364250;7;01.03.2020;640;Resolved;22;22;62
10398;33;127730;4215090;11;30.03.2020;612;Shipped;2;2;62
10400;34;189230;6433820;1;01.04.2020;611;Shipped;59;59;62
10416;24;181340;4352160;14;10.05.2020;573;Shipped;68;68;62
10100;30;171700;5151000;3;06.01.2018;1429;Shipped;39;39;109
10110;42;144500;6069000;7;18.03.2018;1359;Shipped;75;75;109
10124;21;136000;2856000;6;21.05.2018;1296;Shipped;82;82;109
10149;34;158100;5375400;11;12.09.2018;1183;Shipped;80;80;109
10173;24;146200;3508800;13;05.11.2018;1130;Shipped;84;84;109
10182;44;171700;7554800;10;12.11.2018;1124;Shipped;38;38;109
10193;21;149600;3141600;14;21.11.2018;1116;Shipped;85;85;109
10204;33;178500;5890500;4;02.12.2018;1106;Shipped;72;72;109
10214;30;198900;5967000;7;26.01.2019;1052;Shipped;24;24;109
10227;26;142800;3712800;10;02.03.2019;1018;Shipped;29;29;109
10241;41;185300;7597300;2;13.04.2019;977;Shipped;81;81;109
10280;26;141100;3668600;16;17.08.2019;852;Shipped;35;35;109
10288;32;183600;5875200;5;01.09.2019;838;Shipped;63;63;109
10302;43;170000;7310000;1;06.10.2018;1169;Shipped;21;21;109
10312;48;168300;8078400;17;21.10.2019;790;Shipped;38;38;109
10331;44;74040;3257760;7;17.11.2019;764;Shipped;44;44;109
10344;45;170000;7650000;1;25.11.2019;757;Shipped;65;65;109
10367;37;127130;4703810;3;12.01.2020;710;Resolved;4;4;109
10379;39;138450;5399550;2;10.02.2020;682;Shipped;22;22;109
10407;76;185300;14082800;2;22.04.2020;611;On Hold;59;59;109
10420;37;142800;5283600;5;29.05.2020;575;In Process;19;19;109
10108;38;82390;3130820;2;03.03.2018;1394;Shipped;64;64;8
10122;43;72380;3112340;6;08.05.2018;1329;Shipped;65;65;8
10135;48;79310;3806880;3;02.07.2018;1275;Shipped;38;38;8
10147;26;82390;2142140;3;05.09.2018;1211;Shipped;40;40;8
10170;20;63140;1262800;2;04.11.2018;1152;Shipped;61;61;8
10181;22;73920;1626240;10;12.11.2018;1145;Shipped;7;7;8
10192;45;90860;4088700;15;20.11.2018;1138;Shipped;39;39;8
10203;45;85470;3846150;4;02.12.2018;1127;Shipped;22;22;8
10212;20;66990;1339800;14;16.01.2019;1083;Shipped;22;22;8
10225;47;64680;3039960;5;22.02.2019;1047;Shipped;67;67;8
10239;46;73920;3400320;4;12.04.2019;999;Shipped;58;58;8
10253;23;83930;1930390;9;01.06.2019;950;Cancelled;21;21;8
10266;33;74690;2464770;10;06.07.2019;916;Shipped;68;68;8
10278;29;90860;2634940;10;06.08.2019;886;Shipped;82;82;8
10287;44;82390;3625160;8;30.08.2019;863;Shipped;67;67;8
10300;41;92400;3788400;1;04.10.2018;1194;Shipped;70;70;8
10310;20;91630;1832600;6;16.10.2019;818;Shipped;66;66;8
10321;37;78540;2905980;14;04.11.2019;800;Shipped;20;20;8
10329;29;101890;2954810;9;15.11.2019;790;Shipped;1;1;8
10342;55;65450;3599750;1;24.11.2019;782;Shipped;9;9;8
10363;22;167570;3686540;7;06.01.2020;740;Shipped;71;71;8
10377;31;67760;2100560;4;09.02.2020;707;Shipped;15;15;8
10389;49;79220;3881780;3;03.03.2020;685;Shipped;36;36;8
10405;61;73920;4509120;4;14.04.2020;644;Shipped;81;81;8
10419;39;83930;3273270;9;17.05.2020;612;Shipped;18;18;8
10109;38;116650;4432700;3;10.03.2018;1412;Shipped;44;44;26
10122;31;132290;4100990;1;08.05.2018;1354;Shipped;65;65;26
10136;36;146520;5274720;1;04.07.2018;1298;Shipped;50;50;26
10148;25;169280;4232000;12;11.09.2018;1230;Shipped;41;41;26
10161;48;128030;6145440;11;17.10.2018;1195;Shipped;76;76;26
10171;35;133720;4680200;1;05.11.2018;1177;Shipped;42;42;26
10181;21;156480;3286080;5;12.11.2018;1171;Shipped;7;7;26
10192;47;157900;7421300;10;20.11.2018;1164;Shipped;39;39;26
10204;38;169280;6432640;16;02.12.2018;1153;Shipped;72;72;26
10212;41;118070;4840870;9;16.01.2019;1109;Shipped;22;22;26
10226;24;162170;3892080;7;26.02.2019;1069;Shipped;53;53;26
10240;37;149360;5526320;2;13.04.2019;1024;Shipped;43;43;26
10253;33;135140;4459620;4;01.06.2019;976;Cancelled;21;21;26
10266;49;126600;6203400;5;06.07.2019;942;Shipped;68;68;26
10278;29;129450;3754050;5;06.08.2019;912;Shipped;82;82;26
10287;24;146520;3516480;3;30.08.2019;889;Shipped;67;67;26
10301;47;159320;7488040;7;05.10.2018;1219;Shipped;83;83;26
10310;24;143670;3448080;1;16.10.2019;844;Shipped;66;66;26
10321;25;149360;3734000;9;04.11.2019;826;Shipped;20;20;26
10331;30;32470;974100;8;17.11.2019;814;Shipped;44;44;26
10342;22;143670;3160740;3;24.11.2019;808;Shipped;9;9;26
10356;27;64690;1746630;2;09.12.2019;794;Shipped;3;3;26
10366;34;123760;4207840;3;10.01.2020;763;Shipped;88;88;26
10377;36;120910;4352760;6;09.02.2020;734;Shipped;15;15;26
10390;34;43050;1463700;15;04.03.2020;711;Shipped;38;38;26
10406;48;149360;7169280;2;15.04.2020;670;Disputed;47;47;26
10419;34;135140;4594760;4;17.05.2020;639;Shipped;18;18;26
10104;24;144080;3457920;8;31.01.2018;1477;Shipped;22;22;32
10115;46;160460;7381160;4;04.04.2018;1415;Shipped;26;26;32
10127;45;158820;7146900;10;03.06.2018;1356;Shipped;72;72;32
10141;39;152270;5938530;4;01.08.2018;1298;Shipped;71;71;32
10151;43;165370;7110910;2;21.09.2018;1248;Shipped;58;58;32
10165;29;173550;5032950;11;22.10.2018;1218;Shipped;25;25;32
10176;20;183380;3667600;10;06.11.2018;1204;Shipped;68;68;32
10184;46;160460;7381160;5;14.11.2018;1197;Shipped;79;79;32
10195;27;189930;5128110;5;25.11.2018;1187;Shipped;46;46;32
10207;44;160460;7060240;6;09.12.2018;1174;Shipped;62;62;32
10219;43;196480;8448640;1;10.02.2019;1112;Shipped;80;80;32
10230;49;148990;7300510;8;15.03.2019;1080;Shipped;70;70;32
10246;40;163730;6549200;4;05.05.2019;1030;Shipped;22;22;32
10259;30;189930;5697900;3;15.06.2019;990;Shipped;63;63;32
10271;50;183380;9169000;4;20.07.2019;956;Shipped;38;38;32
10282;23;140810;3238630;13;20.08.2019;926;Shipped;38;38;32
10292;26;175190;4554940;7;08.09.2019;908;Shipped;1;1;32
10305;27;145720;3934440;4;13.10.2019;874;Shipped;14;14;32
10314;42;137530;5776260;13;22.10.2019;866;Shipped;76;76;32
10324;47;153350;7207450;8;05.11.2019;853;Shipped;10;10;32
10336;49;152260;7460740;6;20.11.2019;839;Shipped;60;60;32
10349;38;176830;6719540;8;01.12.2019;829;Shipped;72;72;32
10358;20;121400;2428000;10;10.12.2019;821;Shipped;22;22;32
10371;25;104090;2602250;7;23.01.2020;778;Shipped;38;38;32
10382;25;88000;2200000;5;17.02.2020;754;Shipped;38;38;32
10412;41;163730;6712930;4;03.05.2020;679;Shipped;22;22;32
10425;28;189930;5318040;3;31.05.2020;652;In Process;13;13;32
10100;50;67800;3390000;2;06.01.2018;1529;Shipped;39;39;92
10110;32;50250;1608000;6;18.03.2018;1459;Shipped;75;75;92
10124;42;53880;2262960;5;21.05.2018;1396;Shipped;82;82;92
10149;24;62360;1496640;10;12.09.2018;1283;Shipped;80;80;92
10173;26;57510;1495260;12;05.11.2018;1230;Shipped;84;84;92
10182;38;61150;2323700;9;12.11.2018;1224;Shipped;38;38;92
10193;42;59330;2491860;13;21.11.2018;1216;Shipped;85;85;92
10204;23;71440;1643120;3;02.12.2018;1206;Shipped;72;72;92
10214;21;62960;1322160;6;26.01.2019;1152;Shipped;24;24;92
10227;28;50850;1423800;9;02.03.2019;1118;Shipped;29;29;92
10241;33;72650;2397450;1;13.04.2019;1077;Shipped;81;81;92
10280;25;62960;1574000;15;17.08.2019;952;Shipped;35;35;92
10288;28;61750;1729000;4;01.09.2019;938;Shipped;63;63;92
10303;46;49040;2255840;2;06.10.2019;904;Shipped;79;79;92
10312;30;61150;1834500;16;21.10.2019;890;Shipped;38;38;92
10332;38;84250;3201500;9;17.11.2019;864;Shipped;75;75;92
10344;40;56910;2276400;2;25.11.2019;857;Shipped;65;65;92
10367;45;197440;8884800;4;12.01.2020;810;Resolved;4;4;92
10379;27;49300;1331100;1;10.02.2020;782;Shipped;22;22;92
10407;42;72650;3051300;1;22.04.2020;711;On Hold;59;59;92
10420;36;63570;2288520;4;29.05.2020;675;In Process;19;19;92
10104;29;130090;3772610;12;31.01.2018;1525;Shipped;22;22;83
10114;39;106780;4164420;3;01.04.2018;1466;Shipped;60;60;83
10127;45;139910;6295950;14;03.06.2018;1404;Shipped;72;72;83
10141;47;133780;6287660;8;01.08.2018;1346;Shipped;71;71;83
10151;49;110460;5412540;6;21.09.2018;1296;Shipped;58;58;83
10165;46;130090;5984140;15;22.10.2018;1266;Shipped;25;25;83
10175;48;122730;5891040;4;06.11.2018;1252;Shipped;48;48;83
10184;46;130090;5984140;9;14.11.2018;1245;Shipped;79;79;83
10195;35;103090;3608150;9;25.11.2018;1235;Shipped;46;46;83
10207;43;133780;5752540;10;09.12.2018;1222;Shipped;62;62;83
10229;26;144820;3765320;4;11.03.2019;1131;Shipped;38;38;83
10246;22;98180;2159960;8;05.05.2019;1077;Shipped;22;22;83
10259;34;99410;3379940;7;15.06.2019;1037;Shipped;63;63;83
10271;50;101870;5093500;8;20.07.2019;1003;Shipped;38;38;83
10281;48;120280;5773440;4;19.08.2019;974;Shipped;17;17;83
10292;41;110460;4528860;11;08.09.2019;955;Shipped;1;1;83
10305;36;133780;4816080;8;13.10.2019;921;Shipped;14;14;83
10313;29;117820;3416780;2;22.10.2019;913;Shipped;30;30;83
10324;33;37480;1236840;10;05.11.2019;900;Shipped;10;10;83
10334;46;126410;5814860;6;19.11.2019;887;On Hold;23;23;83
10349;38;137460;5223480;7;01.12.2019;876;Shipped;72;72;83
10358;20;36420;728400;11;10.12.2019;868;Shipped;22;22;83
10370;22;179500;3949000;5;20.01.2020;828;Shipped;41;41;83
10383;27;142370;3843990;11;22.02.2020;796;Shipped;22;22;83
10412;56;98180;5498080;8;03.05.2020;726;Shipped;22;22;83
10425;38;99410;3777580;7;31.05.2020;699;In Process;13;13;83
10101;25;151280;3782000;4;09.01.2018;1573;Shipped;70;70;106
10110;33;116960;3859680;4;18.03.2018;1506;Shipped;75;75;106
10124;42;105520;4431840;3;21.05.2018;1443;Shipped;82;82;106
10149;33;150010;4950330;8;12.09.2018;1330;Shipped;80;80;106
10173;31;144930;4492830;10;05.11.2018;1277;Shipped;84;84;106
10182;20;110600;2212000;7;12.11.2018;1271;Shipped;38;38;106
10193;44;105520;4642880;11;21.11.2018;1263;Shipped;85;85;106
10204;26;123320;3206320;1;02.12.2018;1253;Shipped;72;72;106
10214;27;133490;3604230;4;26.01.2019;1199;Shipped;24;24;106
10227;46;152560;7017760;7;02.03.2019;1165;Shipped;29;29;106
10243;47;130940;6154180;2;26.04.2019;1111;Shipped;62;62;106
10280;37;128400;4750800;13;17.08.2019;999;Shipped;35;35;106
10288;31;123320;3822920;2;01.09.2019;985;Shipped;63;63;106
10304;24;101700;2440800;17;11.10.2019;946;Shipped;37;37;106
10312;31;152560;4729360;14;21.10.2019;937;Shipped;38;38;106
10322;50;250730;12536500;6;04.11.2019;924;Shipped;39;39;106
10332;35;64690;2264150;8;17.11.2019;912;Shipped;75;75;106
10344;30;130940;3928200;3;25.11.2019;905;Shipped;65;65;106
10356;29;125180;3630220;3;09.12.2019;892;Shipped;3;3;106
10367;27;155410;4196070;5;12.01.2020;859;Resolved;4;4;106
10380;40;123290;4931600;10;16.02.2020;825;Shipped;22;22;106
10390;31;98990;3068690;16;04.03.2020;809;Shipped;38;38;106
10409;6;130940;785640;2;23.04.2020;760;Shipped;63;63;106
10420;45;110600;4977000;2;29.05.2020;725;In Process;19;19;106
10103;22;54090;1189980;2;29.01.2018;1577;Shipped;16;16;76
10114;45;68670;3090150;6;01.04.2018;1516;Shipped;60;60;76
10126;43;65020;2795860;2;28.05.2018;1460;Shipped;24;24;76
10140;46;61990;2851540;2;24.07.2018;1404;Shipped;5;5;76
10151;39;69280;2701920;9;21.09.2018;1346;Shipped;58;58;76
10165;31;71100;2204100;18;22.10.2018;1316;Shipped;25;25;76
10175;41;69280;2840480;7;06.11.2018;1302;Shipped;48;48;76
10184;44;60160;2647040;12;14.11.2018;1295;Shipped;79;79;76
10194;45;70490;3172050;2;25.11.2018;1285;Shipped;29;29;76
10207;37;69890;2585930;13;09.12.2018;1272;Shipped;62;62;76
10217;35;61380;2148300;2;04.02.2019;1216;Shipped;63;63;76
10229;28;59550;1667400;7;11.03.2019;1182;Shipped;38;38;76
10246;30;61990;1859700;11;05.05.2019;1128;Shipped;22;22;76
10259;30;49220;1476600;10;15.06.2019;1088;Shipped;63;63;76
10271;25;69280;1732000;11;20.07.2019;1054;Shipped;38;38;76
10281;29;57730;1674170;7;19.08.2019;1025;Shipped;17;17;76
10291;26;57730;1500980;2;08.09.2019;1006;Shipped;36;36;76
10305;41;53480;2192680;11;13.10.2019;972;Shipped;14;14;76
10313;34;52870;1797580;5;22.10.2019;964;Shipped;30;30;76
10322;35;61210;2142350;11;04.11.2019;952;Shipped;39;39;76
10334;34;61380;2086920;1;19.11.2019;938;On Hold;23;23;76
10347;50;136690;6834500;8;29.11.2019;929;Shipped;9;9;76
10357;41;61990;2541590;7;10.12.2019;919;Shipped;38;38;76
10370;22;96860;2130920;7;20.01.2020;879;Shipped;41;41;76
10391;44;38500;1694000;5;09.03.2020;831;Shipped;41;41;76
10412;47;61990;2913530;11;03.05.2020;777;Shipped;22;22;76
10425;19;49220;935180;10;31.05.2020;750;In Process;13;13;76
10106;34;90390;3073260;2;17.02.2018;1585;Shipped;84;84;57
10120;29;71810;2082490;8;29.04.2018;1515;Shipped;9;9;57
10133;49;69270;3394230;3;27.06.2018;1457;Shipped;22;22;57
10145;30;85320;2559600;14;25.08.2018;1399;Shipped;4;4;57
10168;21;70960;1490160;9;28.10.2018;1336;Shipped;5;5;57
10210;50;76880;3844000;7;12.01.2019;1261;Shipped;43;43;57
10223;47;100530;4724910;9;20.02.2019;1223;Shipped;9;9;57
10235;24;76030;1824720;3;02.04.2019;1183;Shipped;55;55;57
10250;27;98840;2668680;4;11.05.2019;1145;Shipped;59;59;57
10263;33;86170;2843610;10;28.06.2019;1098;Shipped;12;12;57
10275;35;90390;3163650;9;23.07.2019;1074;Shipped;13;13;57
10284;31;71810;2226110;1;21.08.2019;1046;Shipped;83;83;57
10297;25;82790;2069750;4;16.09.2019;1021;Shipped;73;73;57
10308;27;82790;2235330;7;15.10.2019;993;Shipped;46;46;57
10318;31;100530;3116430;9;02.11.2019;976;Shipped;17;17;57
10327;45;106260;4781700;8;10.11.2019;969;Resolved;47;47;57
10339;27;104100;2810700;2;23.11.2019;957;Shipped;34;34;57
10353;27;130210;3515670;1;04.12.2019;947;Shipped;86;86;57
10374;42;69270;2909340;2;02.02.2020;888;Shipped;27;27;57
10386;21;74770;1570170;18;01.03.2020;861;Resolved;22;22;57
10398;34;76880;2613920;15;30.03.2020;833;Shipped;2;2;57
10401;42;76030;3193260;3;03.04.2020;830;On Hold;11;11;57
10416;15;98840;1482600;4;10.05.2020;794;Shipped;68;68;57
10107;29;70870;2055230;6;24.02.2018;1601;Shipped;1;1;39
10120;46;58150;2674900;4;29.04.2018;1538;Shipped;9;9;39
10134;30;61780;1853400;6;01.07.2018;1476;Shipped;3;3;39
10145;30;49670;1490100;10;25.08.2018;1422;Shipped;4;4;39
10168;46;61180;2814280;5;28.10.2018;1359;Shipped;5;5;39
10180;25;64200;1605000;13;11.11.2018;1346;Shipped;6;6;39
10188;32;65420;2093440;5;18.11.2018;1340;Shipped;7;7;39
10210;40;49670;1986800;3;12.01.2019;1286;Shipped;43;43;39
10223;28;60570;1695960;5;20.02.2019;1248;Shipped;9;9;39
10236;23;55720;1281560;2;03.04.2019;1207;Shipped;44;44;39
10251;29;61180;1774220;6;18.05.2019;1163;Shipped;11;11;39
10263;34;58750;1997500;6;28.06.2019;1123;Shipped;12;12;39
10275;37;63600;2353200;5;23.07.2019;1099;Shipped;13;13;39
10285;20;49060;981200;10;27.08.2019;1065;Shipped;14;14;39
10298;32;48460;1550720;2;27.09.2019;1035;Shipped;45;45;39
10308;34;52090;1771060;3;15.10.2019;1018;Shipped;46;46;39
10318;42;52700;2213400;5;02.11.2019;1001;Shipped;17;17;39
10329;38;138580;5266040;12;15.11.2019;989;Shipped;1;1;39
10339;30;62160;1864800;1;23.11.2019;982;Shipped;34;34;39
10362;23;49670;1142410;3;05.01.2020;940;Shipped;5;5;39
10374;22;53300;1172600;4;02.02.2020;913;Shipped;27;27;39
10389;39;179000;6981000;5;03.03.2020;884;Shipped;36;36;39
10402;55;55720;3064600;2;07.04.2020;850;Shipped;8;8;39
10417;36;61180;2202480;6;13.05.2020;815;Disputed;22;22;39
10101;26;145130;3773380;1;09.01.2018;1671;Shipped;70;70;108
10110;31;163690;5074390;1;18.03.2018;1604;Shipped;75;75;108
10125;34;190690;6483460;2;21.05.2018;1541;Shipped;9;9;108
10139;41;194060;7956460;8;16.07.2018;1486;Shipped;19;19;108
10149;23;183940;4230620;5;12.09.2018;1429;Shipped;80;80;108
10173;22;156940;3452680;7;05.11.2018;1376;Shipped;84;84;108
10182;21;145130;3047730;4;12.11.2018;1370;Shipped;38;38;108
10193;22;167060;3675320;8;21.11.2018;1362;Shipped;85;85;108
10205;40;187310;7492400;3;03.12.2018;1351;Shipped;22;22;108
10214;50;190690;9534500;1;26.01.2019;1298;Shipped;24;24;108
10227;29;192380;5579020;4;02.03.2019;1264;Shipped;29;29;108
10244;43;138380;5950340;8;29.04.2019;1207;Shipped;22;22;108
10255;24;155250;3726000;1;04.06.2019;1172;Shipped;81;81;108
10280;22;202500;4455000;10;17.08.2019;1099;Shipped;35;35;108
